Context,Class,Termination,EdgeShape,Length,CortexPerc,Thickness,Width,CortexLoc,ScarNumber,Profile,CrossSection,PlatformType,DorsalPattern
PAP 4'00-4'75,Elongated product,Feathered,Irregular,18.99,0%,1.42,7.01,NA,3,Straight,Triangular,Plain,Unidirectional
AMB IV,Elongated product,Feathered,Irregular,38.5,0%,4.03,14.21,NA,4,Straight,Triangular,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,21.25,0%,2.65,7.84,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Parallel,23.56,0%,5.99,8.69,NA,4,Twisted,Triangular,Plain,Bidirectional
VB C,Elongated product,Feathered,Parallel,14.21,0%,1.7,5.24,NA,2,Straight,Triangular,Other,Unidirectional
VB B,Elongated product,Feathered,Parallel,46.32,<25%,13.69,17.08,Distal,NA,Straight,Trapezoidal,Plain,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.73,0%,2.41,10.59,NA,3,Curved,Triangular,Plain,Bidirectional
VALM,Elongated product,Feathered,Divergent,42.82,0%,4.96,15.78,NA,6,Twisted,Triangular,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,26.03,0%,1.97,9.59,NA,2,Straight,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,34.64,0%,3.69,12.76,NA,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,23.54,<25%,3.6,8.67,Lateral/Proximal,3,Straight,Triangular,Crushed,Bidirectional
PAP 4'75-5'25,Elongated product,Pointed,Parallel,26.07,0%,4.14,9.6,NA,4,Curved,Trapezoidal,Plain,Bidirectional
AMB VI,Elongated product,Pointed,Convergent,48.03,<25%,5.8,17.68,Distal,2,Straight,Triangular,Crushed,Unidirectional
AMB VI,Elongated product,Feathered,Irregular,43.07,0%,4.56,15.85,NA,4,Straight,Triangular,Plain,Unidirectional
VALM,Elongated product,Feathered,Irregular,32.88,0%,2.52,12.1,NA,4,Straight,Triangular,Plain,Unidentifiable
VB C,Elongated product,Feathered,Divergent,35.55,0%,3.83,13.08,NA,3,Twisted,Trapezoidal,Plain,Unidirectional
VB A,Elongated product,Feathered,Divergent,19.95,<25%,2.86,7.34,Lateral,2,Twisted,Trapezoidal,Other,Unidirectional
VALM,Elongated product,Pointed,Parallel,47.06,0%,3.95,17.31,NA,5,Curved,Trapezoidal,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,45.35,0%,3.89,16.68,NA,5,Curved,Triangular,Other,Bidirectional
AMB II,Elongated product,Feathered,Déjeté,25.35,0%,2.5,9.32,NA,2,Twisted,Trapezoidal,Faceted,Unidirectional
AMB II,Elongated product,Feathered,Parallel,22.93,0%,3.15,8.43,NA,3,Twisted,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,39.48,0%,2.91,14.51,NA,4,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,35.43,0%,4.54,13.02,NA,3,Curved,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,21.01,0%,1.9,7.72,NA,4,Straight,Trapezoidal,Plain,Bidirectional
VB C,Elongated product,Feathered,Irregular,23.41,0%,3.55,8.6,NA,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.64,25-75%,2.89,10.52,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB II,Elongated product,Feathered,Parallel,28.15,<25%,6.06,10.34,Distal,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,27.08,0%,1.66,9.94,NA,4,Curved,Triangular,Plain,Bidirectional
AMB IV,Elongated product,Feathered,Irregular,13.35,0%,1.21,4.9,NA,2,Straight,Triangular,Crushed,Unidirectional
VB B,Elongated product,Feathered,Parallel,23.79,<25%,3.15,8.73,Distal,2,Curved,Triangular,Plain,Unidirectional
VALM,Elongated product,Feathered,Parallel,27.5,<25%,4.18,10.09,Distal,5,Curved,Trapezoidal,Other,Unidirectional
AMB VI,Elongated product,Feathered,Irregular,30.9,0%,1.8,11.33,NA,2,Curved,Triangular,Crushed,Unidirectional
VB C,Elongated product,Feathered,Parallel,14.7,0%,1.3,5.39,NA,2,Straight,Triangular,Other,Unidirectional
AMB IV,Elongated product,Feathered,Irregular,54.28,0%,4.3,19.9,NA,3,Curved,Triangular,Faceted,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,25.15,0%,1.76,9.22,NA,3,Curved,Trapezoidal,Plain,Unidirectional
VALM,Elongated product,Feathered,Irregular,42.09,0%,5.74,15.43,NA,6,Straight,Triangular,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,34.48,0%,2.2,12.64,NA,4,Curved,Other,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,21.4,0%,2.95,7.84,NA,2,Curved,Triangular,Crushed,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,33.03,25-75%,4.5,12.1,Lateral,1,Curved,Triangular,Crushed,Unidentifiable
AMB VI,Elongated product,Pointed,Convergent,36.3,<25%,4.01,13.29,Lateral/Proximal,4,Straight,Trapezoidal,Plain,Bidirectional
VB B,Elongated product,Overpassed,Parallel,20.95,0%,1.84,7.67,NA,3,Twisted,Trapezoidal,Other,Unidirectional
AMB II,Elongated product,Pointed,Convergent,26.14,0%,4.59,9.57,NA,3,Straight,Triangular,Crushed,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Biconvex,36.39,0%,3.92,13.32,NA,3,Curved,Triangular,Plain,Unidirectional
VB A,Elongated product,Feathered,Parallel,20.55,0%,1.88,7.52,NA,2,Straight,Triangular,Plain,Unidentifiable
AMB IV,Elongated product,Feathered,Convergent,31.43,0%,2.71,11.5,NA,3,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,28.57,<25%,2.77,10.45,Lateral,3,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'75-5'25,Elongated product,Feathered,Convergent,47.01,<25%,3.29,17.19,Lateral/Distal,3,Straight,Trapezoidal,Plain,Unidirectional
VB B,Elongated product,Pointed,Convergent,26.12,0%,3.46,9.55,NA,4,Curved,Triangular,Plain,Unidirectional
AMB VI,Elongated product,Feathered,Parallel,30.01,25-75%,3.4,10.97,Lateral,2,Straight,Trapezoidal,Plain,Unidirectional
AMB II,Elongated product,Hinged,Parallel,33.39,0%,3.4,12.2,NA,4,Straight,Trapezoidal,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,32.19,<25%,4.51,11.76,Lateral/Proximal,3,Straight,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,23.27,0%,2.32,8.5,NA,3,Curved,Trapezoidal,Dihedral,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,34.55,<25%,6.81,12.62,Proximal,0,Curved,Triangular,Cortical,Unidentifiable
AMB VI,Elongated product,Feathered,Irregular,40.18,0%,2.54,14.66,NA,3,Irregular,Triangular,Crushed,Unidirectional
AMB II,Elongated product,Feathered,Biconvex,26.67,0%,2.01,9.73,NA,4,Straight,Trapezoidal,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,39.37,0%,2.75,14.36,NA,5,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,25.39,0%,2.45,9.26,NA,3,Curved,Triangular,Plain,Unidirectional
VB B,Elongated product,Feathered,Parallel,19.55,0%,5.05,7.13,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,38.04,0%,3.73,13.87,NA,5,Curved,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Convergent,31.89,25-75%,4.46,11.62,Lateral,3,Straight,Triangular,Cortical,Unidirectional
AMB IV,Elongated product,Feathered,Divergent,31.19,25-75%,4.43,11.36,Lateral,1,Curved,Triangular,Cortical,Unidirectional
VALM,Elongated product,Feathered,Parallel,42.62,<25%,4.24,15.52,Lateral,5,Curved,Trapezoidal,Plain,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Convergent,25.74,0%,2.05,9.37,NA,3,Straight,Triangular,Crushed,Unidirectional
VB A,Elongated product,Pointed,Convergent,35.36,<25%,4.71,12.87,Lateral,3,Twisted,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Parallel,33.66,0%,3.41,12.25,NA,3,Twisted,Triangular,Plain,Unidirectional
VALM,Elongated product,Feathered,Parallel,33.8,<25%,4.35,12.3,Lateral,3,Straight,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,48.51,<25%,5.79,17.65,Distal,5,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,45.77,0%,4.16,16.65,NA,2,Twisted,Triangular,Plain,Bidirectional
AMB VI,Elongated product,Feathered,Convergent,34.16,0%,4.5,12.42,NA,3,Straight,Triangular,Dihedral,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,39.46,0%,4.17,14.34,NA,5,Twisted,Triangular,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Pointed,Biconvex,31.95,0%,3.7,11.61,NA,4,Curved,Trapezoidal,Plain,Unidirectional
VALM,Elongated product,Feathered,Irregular,41.97,0%,3.15,15.25,NA,4,Straight,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,22.54,<25%,2.25,8.19,Lateral,2,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,34.1,0%,2.72,12.39,NA,3,Straight,Triangular,Plain,Unidirectional
VALM,Elongated product,Feathered,Irregular,51.88,0%,3.57,18.85,NA,2,Twisted,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,63.66,25-75%,6.6,23.13,Lateral,2,Straight,Triangular,Plain,Bidirectional
AMB IV,Elongated product,Feathered,Divergent,53.79,0%,5.54,19.54,NA,2,Curved,Triangular,Plain,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Divergent,31.09,0%,3.16,11.29,NA,3,Twisted,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,67.45,25-75%,8.78,24.49,Lateral,2,Curved,Trapezoidal,Cortical,Unidirectional
VALM,Elongated product,Feathered,Convergent,21.63,0%,1.61,7.85,NA,6,Twisted,Triangular,Other,Bidirectional
AMB II,Elongated product,Feathered,Irregular,28.94,0%,3.24,10.5,NA,4,Curved,Triangular,Plain,Bidirectional
AMB II,Elongated product,Feathered,Parallel,22.16,0%,1.47,8.04,NA,3,Straight,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,24.09,<25%,1.52,8.74,Distal,2,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,37.08,0%,6.98,13.45,NA,2,Twisted,Triangular,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,21.84,0%,2.27,7.92,NA,3,Curved,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,38.75,<25%,3.14,14.05,Lateral/Proximal,2,Straight,Triangular,Cortical,Bidirectional
AMB IV,Elongated product,Feathered,Parallel,32.96,0%,2.23,11.95,NA,4,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,26.36,0%,3.14,9.55,NA,2,Curved,Triangular,Plain,Unidirectional
AMB IV,Elongated product,Feathered,Irregular,52.64,0%,5.49,19.07,NA,2,Curved,Triangular,Dihedral,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Parallel,25.33,<25%,2.01,9.17,Lateral/Mesial,6,Curved,Trapezoidal,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Overpassed,Divergent,25.7,0%,5.81,9.3,NA,4,Curved,Triangular,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,42.85,<25%,5.34,15.5,Lateral/Distal,3,Twisted,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,21.73,0%,2.25,7.86,NA,3,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,42.15,25-75%,4.37,15.24,Distal,2,Curved,Triangular,Plain,Unidirectional
AMB II,Elongated product,Feathered,Irregular,29.1,0%,2.07,10.52,NA,4,Curved,Trapezoidal,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,20.72,0%,1.43,7.49,NA,2,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Convergent,20.53,0%,2.27,7.42,NA,3,Twisted,Triangular,Plain,Unidirectional
VB B,Elongated product,Feathered,Parallel,22.25,0%,2.55,8.04,NA,2,Curved,Triangular,Plain,Unidirectional
VALM,Elongated product,Feathered,Irregular,35.39,0%,3.09,12.78,NA,3,Twisted,Triangular,Faceted,Bidirectional
PAP 4'75-5'25,Elongated product,Pointed,Irregular,27.53,0%,4.96,9.94,NA,3,Straight,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,27.12,0%,2.42,9.79,NA,3,Straight,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Overpassed,Parallel,28.12,0%,4.62,10.15,NA,5,Curved,Trapezoidal,Plain,Bidirectional
AMB II,Elongated product,Feathered,Déjeté,61.3,<25%,5.38,22.12,Lateral/Mesial,4,Curved,Triangular,Cortical,Bidirectional
VB C,Elongated product,Feathered,Parallel,19.51,0%,1.86,7.04,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,25.92,0%,1.8,9.35,NA,0,Curved,Trapezoidal,Plain,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.36,0%,3.95,10.23,NA,4,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,53.13,0%,5.05,19.15,NA,3,Straight,Triangular,Plain,Unidirectional
VB C,Elongated product,Feathered,Other,29.11,0%,2.45,10.49,NA,3,Curved,Triangular,Plain,Bidirectional
AMB IV,Elongated product,Feathered,Parallel,21.21,0%,2.32,7.64,NA,3,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Déjeté,30.9,0%,2.21,11.13,NA,4,Curved,Trapezoidal,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,25.08,<25%,2.22,9.03,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,31.08,<25%,4.08,11.19,Lateral/Proximal,4,Twisted,Triangular,Cortical,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,25.95,0%,2.3,9.34,NA,5,Twisted,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,20.73,0%,1.85,7.46,NA,4,Curved,Triangular,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,26.51,0%,3.17,9.54,NA,4,Curved,Triangular,Plain,Unidirectional
AMB II,Elongated product,Pointed,Convergent,30.54,0%,4.55,10.99,NA,2,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,36.78,0%,2.7,13.23,NA,3,Straight,Trapezoidal,Faceted,Bidirectional
AMB IV,Elongated product,Feathered,Divergent,26.7,0%,2.4,9.6,NA,3,Straight,Trapezoidal,Crushed,Bidirectional
VB C,Elongated product,Feathered,Parallel,36.68,0%,5.64,13.18,NA,4,Curved,Trapezoidal,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,39.8,<25%,6.05,14.3,Lateral,4,Twisted,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,36.21,0%,3.9,13.01,NA,4,Straight,Trapezoidal,Other,Bidirectional
PAP 5'25-6'25,Elongated product,Feathered,Parallel,17.37,0%,2.21,6.24,NA,3,Curved,Trapezoidal,Cortical,Bidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,31.46,0%,2.53,11.3,NA,2,Twisted,Triangular,Plain,Unidirectional
AMB II,Elongated product,Feathered,Déjeté,21.47,0%,2.24,7.71,NA,2,Straight,Triangular,Crushed,Unidirectional
AMB IV,Elongated product,Feathered,Parallel,71.38,75-95%,9.86,25.62,Lateral,1,Curved,Triangular,Crushed,Unidirectional
VB C,Elongated product,Feathered,Parallel,27.42,75-95%,2.42,9.84,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,25.06,0%,2.69,8.99,NA,3,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,35.18,25-75%,3.99,12.62,Lateral,3,Curved,Triangular,Crushed,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Irregular,24.34,0%,2.06,8.73,NA,4,Curved,Triangular,Cortical,Bidirectional
PAP 4'00-4'75,Elongated product,Pointed,Parallel,25.69,0%,2.86,9.21,NA,3,Curved,Triangular,Plain,Unidirectional
VB B,Elongated product,Pointed,Convergent,28.51,25-75%,3.08,10.22,Lateral,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.74,0%,4.97,10.3,NA,2,Twisted,Triangular,Dihedral,Unidirectional
AMB II,Elongated product,Feathered,Irregular,28.91,25-75%,2.29,10.36,Distal,2,Curved,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Convergent,18.03,0%,2.59,6.46,NA,2,Straight,Triangular,Other,Unidirectional
AMB VI,Elongated product,Feathered,Irregular,27.55,0%,1.9,9.87,NA,0,Twisted,Other,Crushed,Unidentifiable
VB A,Elongated product,Feathered,Irregular,47.41,0%,8.28,16.98,NA,4,Curved,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,33.08,0%,3.46,11.84,NA,4,Twisted,Triangular,Other,Unidirectional
AMB II,Elongated product,Feathered,Irregular,25.27,0%,2.1,9.04,NA,3,Straight,Triangular,Crushed,Unidentifiable
AMB IV,Elongated product,Feathered,Parallel,23.51,0%,2.42,8.41,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,27.04,0%,2.18,9.67,NA,2,Irregular,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Convergent,22.65,0%,2.29,8.1,NA,4,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'75-5'25,Elongated product,Feathered,Irregular,25.29,0%,2.6,9.04,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Other,24.58,0%,2.1,8.78,NA,3,Curved,Trapezoidal,Other,Bidirectional
VB B,Elongated product,Pointed,Biconvex,14.7,0%,3.15,5.25,NA,2,Straight,Triangular,Other,Unidentifiable
VB A,Elongated product,Pointed,Parallel,10.42,0%,1.82,3.72,NA,2,Straight,Triangular,Other,Unidirectional
AMB IV,Elongated product,Feathered,Biconvex,21.15,0%,1.96,7.55,NA,2,Straight,Triangular,Other,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,30.06,0%,4.25,10.73,NA,4,Curved,Triangular,Faceted,Crossed
AMB IV,Elongated product,Feathered,Divergent,25.7,0%,1.2,9.17,NA,0,Irregular,Other,Crushed,Unidentifiable
PAP 4'75-5'25,Elongated product,Feathered,Parallel,52.27,0%,6.56,18.65,NA,4,Straight,Triangular,Plain,Unidirectional
VB B,Elongated product,Feathered,Divergent,21.5,<25%,3.34,7.67,Lateral,1,Straight,Triangular,Other,Unidirectional
AMB VI,Elongated product,Feathered,Irregular,38.1,25-75%,3.51,13.59,Lateral,1,Curved,Trapezoidal,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,30.29,0%,2.49,10.8,NA,3,Curved,Triangular,Plain,Bidirectional
VB B,Elongated product,Pointed,Convergent,18.09,25-75%,2.47,6.45,Lateral/Distal,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,28.22,0%,3.91,10.06,NA,4,Twisted,Triangular,Other,Bidirectional
VB C,Elongated product,Feathered,Parallel,29.59,0%,2.46,10.54,NA,4,Curved,Trapezoidal,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Déjeté,26.42,0%,2.62,9.41,NA,4,Irregular,Trapezoidal,Plain,Bidirectional
AMB IV,Elongated product,Feathered,Parallel,14.32,0%,1.73,5.1,NA,3,Straight,Triangular,Plain,Unidirectional
VALM,Elongated product,Feathered,Irregular,45.45,0%,2.55,16.18,NA,5,Twisted,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,25.31,0%,2.33,9.01,NA,4,Straight,Triangular,Plain,Bidirectional
AMB IV,Elongated product,Feathered,Other,50.24,0%,5.21,17.88,NA,3,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,23.73,0%,1.84,8.44,NA,3,Curved,Trapezoidal,Plain,Unidirectional
AMB VI,Elongated product,Feathered,Déjeté,36.5,0%,4.5,12.98,NA,5,Curved,Trapezoidal,Plain,Bidirectional
AMB II,Elongated product,Feathered,Parallel,14.07,0%,1.5,5,NA,2,Curved,Triangular,Dihedral,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Irregular,50.54,0%,3.05,17.96,NA,0,Straight,Triangular,Crushed,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.48,0%,1.84,10.12,NA,3,Straight,Triangular,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Pointed,Other,21.7,0%,2.75,7.71,NA,2,Straight,Trapezoidal,Crushed,Unidentifiable
VB C,Elongated product,Feathered,Parallel,29.64,0%,2.49,10.53,NA,4,Curved,Trapezoidal,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,21.31,0%,2.37,7.57,NA,2,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,32.94,<25%,4.14,11.7,Distal,3,Straight,Triangular,Plain,Unidirectional
VB B,Elongated product,Feathered,Divergent,19.37,0%,2.52,6.88,NA,4,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,30.36,0%,1.65,10.78,NA,2,Straight,Triangular,Other,Unidentifiable
PAP 4'00-4'75,Elongated product,Pointed,Convergent,24.73,0%,3.49,8.78,NA,2,Straight,Triangular,Crushed,Unidirectional
AMB II,Elongated product,Feathered,Parallel,34.34,<25%,2.97,12.19,Lateral/Distal,4,Curved,Trapezoidal,Plain,Bidirectional
AMB VI,Elongated product,Feathered,Parallel,18.37,0%,2.02,6.52,NA,3,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,17.84,0%,1.57,6.33,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,55.24,0%,5.43,19.6,NA,3,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,18.75,0%,2.12,6.65,NA,3,Straight,Triangular,Dihedral,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Parallel,30.38,<25%,3.34,10.77,Lateral/Proximal,3,Curved,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Déjeté,30.67,<25%,2,10.87,Lateral,2,Straight,Triangular,Crushed,Unidirectional
VB B,Elongated product,Feathered,Divergent,16.23,0%,1.82,5.75,NA,3,Curved,Triangular,Cortical,Bidirectional
VALM,Elongated product,Overpassed,Irregular,47.65,0%,5.39,16.88,NA,4,Curved,Triangular,Faceted,Unidentifiable
VB C,Elongated product,Pointed,Parallel,21.35,<25%,3.26,7.56,Proximal,2,Straight,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,31.12,<25%,2.15,11.01,Lateral,2,Twisted,Trapezoidal,Plain,Unidirectional
VB B,Elongated product,Feathered,Parallel,31.8,0%,5.98,11.25,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Elongated product,Hinged,Divergent,20.07,0%,1.39,7.1,NA,3,Straight,Trapezoidal,Other,Unidirectional
AMB II,Elongated product,Feathered,Irregular,28.27,25-75%,3.61,10,Lateral/Distal,1,Irregular,Trapezoidal,Plain,Unidirectional
